,contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility,mid,T,r,close
145,A140118C00030000,A,2014-01-18,call,30.0,A,12.25,,13.7,,0,10,2013-01-02,0.8509,0.0144,-1.4071,9.497,0.361,12.975,1.0438356164383562,0.1,41.879999
146,A140118C00032000,A,2014-01-18,call,32.0,A,10.8,,11.5,,0,114,2013-01-02,0.8205,0.0178,-1.4972,10.8063,0.3322,11.15,1.0438356164383562,0.1,41.879999
147,A140118C00035000,A,2014-01-18,call,35.0,A,8.6,,9.25,,0,61,2013-01-02,0.7502,0.0228,-1.8251,13.2619,0.3186,8.925,1.0438356164383562,0.1,41.879999
148,A140118C00037000,A,2014-01-18,call,37.0,A,7.65,,7.85,,0,51,2013-01-02,0.6935,0.0251,-2.0909,14.7373,0.3219,7.75,1.0438356164383562,0.1,41.879999
149,A140118C00040000,A,2014-01-18,call,40.0,A,5.85,,6.0,,0,193,2013-01-02,0.6066,0.0289,-2.2344,16.2313,0.3074,5.925,1.0438356164383562,0.1,41.879999
150,A140118C00042000,A,2014-01-18,call,42.0,A,4.8,,4.95,,10,271,2013-01-02,0.5444,0.0307,-2.2613,16.7734,0.2985,4.875,1.0438356164383562,0.1,41.879999
151,A140118C00045000,A,2014-01-18,call,45.0,A,3.45,,3.6,,5,952,2013-01-02,0.4487,0.032,-2.195,16.7839,0.2869,3.5250000000000004,1.0438356164383562,0.1,41.879999
152,A140118C00050000,A,2014-01-18,call,50.0,A,1.88,,1.9,,17,174,2013-01-02,0.2965,0.0298,-1.8306,14.7145,0.2698,1.89,1.0438356164383562,0.1,41.879999
153,A140118C00055000,A,2014-01-18,call,55.0,A,0.93,,0.98,,194,88,2013-01-02,0.179,0.0234,-1.3492,11.143,0.2607,0.955,1.0438356164383562,0.1,41.879999
154,A140118C00060000,A,2014-01-18,call,60.0,A,0.45,,0.49,,0,53,2013-01-02,0.1007,0.0161,-0.8965,7.5248,0.2552,0.47,1.0438356164383562,0.1,41.879999
155,A150117C00020000,A,2015-01-17,call,20.0,A,20.05,,24.15,,0,0,2013-01-02,0.9255,0.0047,-0.3232,6.6727,0.3892,22.1,2.041095890410959,0.1,41.879999
156,A150117C00023000,A,2015-01-17,call,23.0,A,17.4,,20.65,,0,0,2013-01-02,0.8954,0.0069,-0.5633,9.3108,0.3772,19.025,2.041095890410959,0.1,41.879999
157,A150117C00025000,A,2015-01-17,call,25.0,A,16.3,,20.0,,0,0,2013-01-02,0.8745,0.0085,-0.6793,10.9293,0.3605,18.15,2.041095890410959,0.1,41.879999
158,A150117C00028000,A,2015-01-17,call,28.0,A,15.1,,16.0,,0,0,2013-01-02,0.8271,0.0108,-0.9953,14.0931,0.3656,15.55,2.041095890410959,0.1,41.879999
159,A150117C00030000,A,2015-01-17,call,30.0,A,13.6,,14.6,,0,0,2013-01-02,0.796,0.0124,-1.1343,15.8474,0.3575,14.1,2.041095890410959,0.1,41.879999
160,A150117C00033000,A,2015-01-17,call,33.0,A,11.55,,12.5,,0,0,2013-01-02,0.745,0.0149,-1.3021,18.2605,0.3434,12.025,2.041095890410959,0.1,41.879999
161,A150117C00035000,A,2015-01-17,call,35.0,A,10.25,,11.25,,0,0,2013-01-02,0.7077,0.0164,-1.3986,19.7015,0.3353,10.75,2.041095890410959,0.1,41.879999
162,A150117C00037000,A,2015-01-17,call,37.0,A,9.1,,10.05,,0,10,2013-01-02,0.6682,0.0178,-1.4803,20.9492,0.3286,9.575,2.041095890410959,0.1,41.879999
163,A150117C00040000,A,2015-01-17,call,40.0,A,7.5,,8.55,,0,279,2013-01-02,0.6066,0.0195,-1.5743,22.369,0.321,8.025,2.041095890410959,0.1,41.879999
164,A150117C00042000,A,2015-01-17,call,42.0,A,6.75,,7.25,,0,259,2013-01-02,0.5634,0.0206,-1.5894,22.9984,0.3123,7.0,2.041095890410959,0.1,41.879999
165,A150117C00045000,A,2015-01-17,call,45.0,A,5.6,,5.9,,0,21,2013-01-02,0.5004,0.0213,-1.6101,23.3981,0.307,5.75,2.041095890410959,0.1,41.879999
166,A150117C00047000,A,2015-01-17,call,47.0,A,4.75,,5.15,,0,16,2013-01-02,0.4569,0.0218,-1.576,23.3192,0.2996,4.95,2.041095890410959,0.1,41.879999
167,A150117C00050000,A,2015-01-17,call,50.0,A,3.8,,4.15,,0,16,2013-01-02,0.3957,0.0217,-1.5158,22.7152,0.2933,3.975,2.041095890410959,0.1,41.879999
168,A150117C00055000,A,2015-01-17,call,55.0,A,2.46,,2.76,,0,10,2013-01-02,0.2977,0.0205,-1.3198,20.5041,0.2799,2.61,2.041095890410959,0.1,41.879999
169,A150117C00060000,A,2015-01-17,call,60.0,A,1.4,,2.06,,0,0,2013-01-02,0.2193,0.0179,-1.1101,17.5313,0.2731,1.73,2.041095890410959,0.1,41.879999
170,A130119C00018000,A,2013-01-19,call,18.0,A,22.3,,25.6,,0,0,2013-01-03,1.0,0.0,-0.0545,0.0,0.2532,23.950000000000003,0.0438356164383561,0.1,42.029999
171,A130119C00019000,A,2013-01-19,call,19.0,A,21.45,,24.55,,0,0,2013-01-03,1.0,0.0,-0.0575,0.0,0.2532,23.0,0.0438356164383561,0.1,42.029999
172,A130119C00020000,A,2013-01-19,call,20.0,A,20.15,,23.55,,0,5,2013-01-03,1.0,0.0,-0.0606,0.0,0.2532,21.85,0.0438356164383561,0.1,42.029999
173,A130119C00021000,A,2013-01-19,call,21.0,A,19.3,,22.5,,0,0,2013-01-03,1.0,0.0,-0.0636,0.0,0.2532,20.9,0.0438356164383561,0.1,42.029999
174,A130119C00022000,A,2013-01-19,call,22.0,A,18.2,,21.5,,0,0,2013-01-03,1.0,0.0,-0.0667,0.0,0.2532,19.85,0.0438356164383561,0.1,42.029999
175,A130119C00023000,A,2013-01-19,call,23.0,A,17.25,,20.5,,0,0,2013-01-03,1.0,0.0,-0.0696,0.0,0.2532,18.875,0.0438356164383561,0.1,42.029999
176,A130119C00024000,A,2013-01-19,call,24.0,A,16.2,,19.5,,0,0,2013-01-03,1.0,0.0,-0.0727,0.0,0.2532,17.85,0.0438356164383561,0.1,42.029999
177,A130119C00025000,A,2013-01-19,call,25.0,A,15.45,,18.6,,0,3,2013-01-03,1.0,0.0,-0.0757,0.0,0.2532,17.025,0.0438356164383561,0.1,42.029999
178,A130119C00026000,A,2013-01-19,call,26.0,A,14.25,,17.35,,0,0,2013-01-03,1.0,0.0,-0.0788,0.0,0.2532,15.8,0.0438356164383561,0.1,42.029999
179,A130119C00027000,A,2013-01-19,call,27.0,A,13.45,,16.35,,0,0,2013-01-03,1.0,0.0,-0.0817,0.0,0.2532,14.9,0.0438356164383561,0.1,42.029999
180,A130119C00028000,A,2013-01-19,call,28.0,A,12.45,,15.6,,0,0,2013-01-03,1.0,0.0,-0.0848,0.0,0.2532,14.025,0.0438356164383561,0.1,42.029999
181,A130119C00029000,A,2013-01-19,call,29.0,A,11.3,,14.5,,0,0,2013-01-03,1.0,0.0,-0.0878,0.0,0.2532,12.9,0.0438356164383561,0.1,42.029999
182,A130119C00030000,A,2013-01-19,call,30.0,A,11.85,,12.1,,0,12,2013-01-03,1.0,0.0,-0.0909,0.0,0.2532,11.975,0.0438356164383561,0.1,42.029999
183,A130119C00031000,A,2013-01-19,call,31.0,A,9.45,,12.6,,0,0,2013-01-03,1.0,0.0,-0.0939,0.0,0.2532,11.025,0.0438356164383561,0.1,42.029999
184,A130119C00032000,A,2013-01-19,call,32.0,A,8.45,,11.55,,0,0,2013-01-03,1.0,0.0,-0.0969,0.0,0.2532,10.0,0.0438356164383561,0.1,42.029999
185,A130119C00033000,A,2013-01-19,call,33.0,A,8.55,,9.1,,0,0,2013-01-03,1.0,0.0,-0.1001,0.0001,0.2532,8.825,0.0438356164383561,0.1,42.029999
186,A130119C00034000,A,2013-01-19,call,34.0,A,7.55,,8.15,,0,0,2013-01-03,1.0,0.0,-0.1051,0.0007,0.2532,7.85,0.0438356164383561,0.1,42.029999
187,A130119C00035000,A,2013-01-19,call,35.0,A,6.9,,7.1,,0,141,2013-01-03,0.9998,0.0002,-0.1246,0.0062,0.2532,7.0,0.0438356164383561,0.1,42.029999
188,A130119C00036000,A,2013-01-19,call,36.0,A,6.0,,6.1,,0,1002,2013-01-03,0.9987,0.002,-0.2196,0.0368,0.2532,6.05,0.0438356164383561,0.1,42.029999
189,A130119C00037000,A,2013-01-19,call,37.0,A,5.0,,5.1,,0,1324,2013-01-03,0.9935,0.0084,-0.5841,0.1569,0.2532,5.05,0.0438356164383561,0.1,42.029999
190,A130119C00038000,A,2013-01-19,call,38.0,A,4.0,,4.1,,34,2683,2013-01-03,0.9756,0.0262,-1.5975,0.493,0.2532,4.05,0.0438356164383561,0.1,42.029999
191,A130119C00039000,A,2013-01-19,call,39.0,A,3.05,,3.2,,0,1868,2013-01-03,0.9292,0.0621,-3.6236,1.1662,0.2532,3.125,0.0438356164383561,0.1,42.029999
192,A130119C00040000,A,2013-01-19,call,40.0,A,2.19,,2.25,,48,3335,2013-01-03,0.8406,0.113,-6.3048,2.091,0.2493,2.22,0.0438356164383561,0.1,42.029999
193,A130119C00041000,A,2013-01-19,call,41.0,A,1.38,,1.43,,35,2077,2013-01-03,0.7097,0.1728,-8.1664,2.9504,0.2301,1.4049999999999998,0.0438356164383561,0.1,42.029999
194,A130119C00042000,A,2013-01-19,call,42.0,A,0.75,,0.78,,65,2538,2013-01-03,0.5164,0.2127,-8.9525,3.4338,0.2175,0.765,0.0438356164383561,0.1,42.029999
195,A130119C00043000,A,2013-01-19,call,43.0,A,0.32,,0.35,,34,967,2013-01-03,0.303,0.1966,-7.4217,3.0087,0.2062,0.3349999999999999,0.0438356164383561,0.1,42.029999
196,A130119C00044000,A,2013-01-19,call,44.0,A,0.11,,0.13,,5,751,2013-01-03,0.1388,0.1275,-4.5856,1.9058,0.2014,0.12,0.0438356164383561,0.1,42.029999
197,A130119C00045000,A,2013-01-19,call,45.0,A,0.03,,0.06,,5,2357,2013-01-03,0.0579,0.0645,-2.4849,0.9979,0.2086,0.045,0.0438356164383561,0.1,42.029999
198,A130119C00046000,A,2013-01-19,call,46.0,A,0.0,,0.03,,0,203,2013-01-03,0.0185,0.0252,-0.9696,0.3896,0.2086,0.015,0.0438356164383561,0.1,42.029999
199,A130119C00047000,A,2013-01-19,call,47.0,A,0.0,,0.03,,0,1447,2013-01-03,0.0047,0.0078,-0.299,0.1202,0.2086,0.015,0.0438356164383561,0.1,42.029999
200,A130119C00048000,A,2013-01-19,call,48.0,A,0.0,,0.03,,0,74,2013-01-03,0.001,0.0019,-0.074,0.0297,0.2086,0.015,0.0438356164383561,0.1,42.029999
201,A130119C00049000,A,2013-01-19,call,49.0,A,0.0,,0.03,,0,128,2013-01-03,0.0002,0.0004,-0.0149,0.006,0.2086,0.015,0.0438356164383561,0.1,42.029999
202,A130119C00050000,A,2013-01-19,call,50.0,A,0.0,,0.02,,0,2270,2013-01-03,0.0,0.0001,-0.0025,0.001,0.2086,0.01,0.0438356164383561,0.1,42.029999
203,A130119C00052500,A,2013-01-19,call,52.5,A,0.0,,0.02,,0,1074,2013-01-03,0.0,0.0,0.0,0.0,0.2086,0.01,0.0438356164383561,0.1,42.029999
204,A130119C00055000,A,2013-01-19,call,55.0,A,0.0,,0.02,,0,2061,2013-01-03,0.0,0.0,0.0,0.0,0.2086,0.01,0.0438356164383561,0.1,42.029999
205,A130119C00057500,A,2013-01-19,call,57.5,A,0.0,,0.02,,0,104,2013-01-03,0.0,0.0,0.0,0.0,0.2086,0.01,0.0438356164383561,0.1,42.029999
206,A130119C00060000,A,2013-01-19,call,60.0,A,0.0,,0.02,,0,236,2013-01-03,0.0,0.0,0.0,0.0,0.2086,0.01,0.0438356164383561,0.1,42.029999
207,A130119C00065000,A,2013-01-19,call,65.0,A,0.0,,0.02,,0,425,2013-01-03,0.0,0.0,0.0,0.0,0.2086,0.01,0.0438356164383561,0.1,42.029999
208,A130119C00070000,A,2013-01-19,call,70.0,A,0.0,,0.02,,0,284,2013-01-03,0.0,0.0,0.0,0.0,0.2086,0.01,0.0438356164383561,0.1,42.029999
209,A130216C00018000,A,2013-02-16,call,18.0,A,22.1,,25.95,,0,0,2013-01-03,1.0,0.0,-0.0545,0.0,0.3166,24.025,0.1205479452054794,0.1,42.029999
210,A130216C00019000,A,2013-02-16,call,19.0,A,21.0,,24.9,,0,0,2013-01-03,1.0,0.0,-0.0575,0.0,0.3166,22.95,0.1205479452054794,0.1,42.029999
211,A130216C00020000,A,2013-02-16,call,20.0,A,19.65,,23.6,,0,0,2013-01-03,1.0,0.0,-0.0605,0.0,0.3166,21.625,0.1205479452054794,0.1,42.029999
212,A130216C00021000,A,2013-02-16,call,21.0,A,18.65,,22.6,,0,0,2013-01-03,1.0,0.0,-0.0636,0.0,0.3166,20.625,0.1205479452054794,0.1,42.029999
213,A130216C00022000,A,2013-02-16,call,22.0,A,18.65,,20.85,,0,0,2013-01-03,1.0,0.0,-0.0667,0.0,0.3166,19.75,0.1205479452054794,0.1,42.029999
214,A130216C00023000,A,2013-02-16,call,23.0,A,18.5,,19.3,,0,0,2013-01-03,1.0,0.0,-0.0696,0.0,0.3166,18.9,0.1205479452054794,0.1,42.029999
215,A130216C00024000,A,2013-02-16,call,24.0,A,17.5,,18.3,,0,0,2013-01-03,1.0,0.0,-0.0727,0.0,0.3166,17.9,0.1205479452054794,0.1,42.029999
216,A130216C00025000,A,2013-02-16,call,25.0,A,16.5,,17.3,,0,0,2013-01-03,1.0,0.0,-0.0757,0.0001,0.3166,16.9,0.1205479452054794,0.1,42.029999
217,A130216C00026000,A,2013-02-16,call,26.0,A,15.5,,16.3,,0,0,2013-01-03,1.0,0.0,-0.0791,0.0002,0.3166,15.9,0.1205479452054794,0.1,42.029999
218,A130216C00027000,A,2013-02-16,call,27.0,A,14.55,,15.3,,0,0,2013-01-03,1.0,0.0,-0.0833,0.0011,0.3166,14.925,0.1205479452054794,0.1,42.029999
219,A130216C00028000,A,2013-02-16,call,28.0,A,13.55,,14.3,,0,0,2013-01-03,0.9999,0.0001,-0.0909,0.0045,0.3166,13.925,0.1205479452054794,0.1,42.029999
220,A130216C00029000,A,2013-02-16,call,29.0,A,12.55,,13.35,,0,0,2013-01-03,0.9997,0.0002,-0.1071,0.0145,0.3166,12.95,0.1205479452054794,0.1,42.029999
221,A130216C00030000,A,2013-02-16,call,30.0,A,11.5,,12.2,,0,3,2013-01-03,0.9992,0.0005,-0.1449,0.0406,0.3166,11.85,0.1205479452054794,0.1,42.029999
222,A130216C00031000,A,2013-02-16,call,31.0,A,10.6,,11.3,,0,4,2013-01-03,0.9978,0.0015,-0.2269,0.1,0.3166,10.95,0.1205479452054794,0.1,42.029999
223,A130216C00032000,A,2013-02-16,call,32.0,A,9.6,,10.2,,0,1,2013-01-03,0.9947,0.0033,-0.3891,0.2197,0.3166,9.9,0.1205479452054794,0.1,42.029999
224,A130216C00033000,A,2013-02-16,call,33.0,A,8.65,,9.3,,0,0,2013-01-03,0.9886,0.0065,-0.6774,0.4343,0.3166,8.975000000000001,0.1205479452054794,0.1,42.029999
225,A130216C00034000,A,2013-02-16,call,34.0,A,7.7,,8.2,,0,0,2013-01-03,0.9773,0.0117,-1.1395,0.7796,0.3166,7.949999999999999,0.1205479452054794,0.1,42.029999
226,A130216C00035000,A,2013-02-16,call,35.0,A,6.7,,7.25,,0,115,2013-01-03,0.9587,0.0193,-1.8084,1.281,0.3166,6.975,0.1205479452054794,0.1,42.029999
227,A130216C00036000,A,2013-02-16,call,36.0,A,5.9,,6.35,,0,114,2013-01-03,0.9302,0.0292,-2.6859,1.9396,0.3166,6.125,0.1205479452054794,0.1,42.029999
228,A130216C00037000,A,2013-02-16,call,37.0,A,5.25,,5.35,,16,722,2013-01-03,0.89,0.041,-3.7291,2.7238,0.3166,5.3,0.1205479452054794,0.1,42.029999
229,A130216C00038000,A,2013-02-16,call,38.0,A,4.4,,4.5,,0,1157,2013-01-03,0.839,0.0538,-4.7668,3.5385,0.3136,4.45,0.1205479452054794,0.1,42.029999
230,A130216C00039000,A,2013-02-16,call,39.0,A,3.55,,3.65,,21,20932,2013-01-03,0.7838,0.068,-5.4039,4.245,0.2973,3.6,0.1205479452054794,0.1,42.029999
231,A130216C00040000,A,2013-02-16,call,40.0,A,2.78,,2.82,,0,2062,2013-01-03,0.7146,0.084,-5.8612,4.9197,0.2789,2.8,0.1205479452054794,0.1,42.029999
232,A130216C00041000,A,2013-02-16,call,41.0,A,2.07,,2.11,,15,1042,2013-01-03,0.6261,0.0988,-6.192,5.4864,0.2648,2.09,0.1205479452054794,0.1,42.029999
233,A130216C00042000,A,2013-02-16,call,42.0,A,1.48,,1.51,,1,1325,2013-01-03,0.5224,0.1078,-6.2592,5.7683,0.2551,1.495,0.1205479452054794,0.1,42.029999
234,A130216C00043000,A,2013-02-16,call,43.0,A,0.98,,1.01,,11,4004,2013-01-03,0.4107,0.1103,-5.8225,5.632,0.2434,0.995,0.1205479452054794,0.1,42.029999
235,A130216C00044000,A,2013-02-16,call,44.0,A,0.6,,0.63,,76,15166,2013-01-03,0.2996,0.1029,-4.9761,5.0317,0.2331,0.615,0.1205479452054794,0.1,42.029999
236,A130216C00045000,A,2013-02-16,call,45.0,A,0.35,,0.37,,6,704,2013-01-03,0.203,0.0861,-3.9289,4.091,0.2266,0.36,0.1205479452054794,0.1,42.029999
237,A130216C00046000,A,2013-02-16,call,46.0,A,0.18,,0.2,,27,107,2013-01-03,0.1249,0.0646,-2.7697,2.9794,0.2195,0.19,0.1205479452054794,0.1,42.029999
238,A130216C00047000,A,2013-02-16,call,47.0,A,0.09,,0.11,,2,85,2013-01-03,0.0733,0.0442,-1.8502,2.0137,0.2171,0.1,0.1205479452054794,0.1,42.029999
239,A130216C00048000,A,2013-02-16,call,48.0,A,0.04,,0.06,,1,120,2013-01-03,0.0404,0.0278,-1.1476,1.2584,0.2156,0.05,0.1205479452054794,0.1,42.029999
240,A130216C00049000,A,2013-02-16,call,49.0,A,0.01,,0.04,,1,209,2013-01-03,0.0198,0.0156,-0.6232,0.6949,0.2121,0.025,0.1205479452054794,0.1,42.029999
241,A130216C00050000,A,2013-02-16,call,50.0,A,0.0,,0.04,,0,110,2013-01-03,0.0098,0.0085,-0.3396,0.3787,0.2121,0.02,0.1205479452054794,0.1,42.029999
242,A130216C00055000,A,2013-02-16,call,55.0,A,0.0,,0.02,,0,10,2013-01-03,0.0001,0.0002,-0.0069,0.0077,0.2121,0.01,0.1205479452054794,0.1,42.029999
243,A130216C00060000,A,2013-02-16,call,60.0,A,0.0,,0.02,,0,2,2013-01-03,0.0,0.0,0.0,0.0,0.2121,0.01,0.1205479452054794,0.1,42.029999
244,A130518C00018000,A,2013-05-18,call,18.0,A,21.7,,25.7,,0,0,2013-01-03,0.9969,0.0,0.2938,0.0049,0.3671,23.7,0.3698630136986301,0.1,42.029999
245,A130518C00019000,A,2013-05-18,call,19.0,A,21.4,,24.65,,0,0,2013-01-03,0.9968,0.0001,0.2871,0.0122,0.3671,23.025,0.3698630136986301,0.1,42.029999
246,A130518C00020000,A,2013-05-18,call,20.0,A,20.4,,22.4,,0,0,2013-01-03,0.9966,0.0001,0.2763,0.0276,0.3671,21.4,0.3698630136986301,0.1,42.029999
247,A130518C00021000,A,2013-05-18,call,21.0,A,20.4,,21.95,,0,0,2013-01-03,0.9963,0.0002,0.2585,0.0572,0.3671,21.175,0.3698630136986301,0.1,42.029999
248,A130518C00022000,A,2013-05-18,call,22.0,A,19.45,,20.4,,0,0,2013-01-03,0.9956,0.0005,0.2292,0.1096,0.3671,19.925,0.3698630136986301,0.1,42.029999
249,A130518C00023000,A,2013-05-18,call,23.0,A,18.5,,19.55,,0,0,2013-01-03,0.9945,0.0008,0.1829,0.1958,0.3671,19.025,0.3698630136986301,0.1,42.029999
250,A130518C00024000,A,2013-05-18,call,24.0,A,17.5,,18.45,,0,0,2013-01-03,0.9925,0.0014,0.113,0.329,0.3671,17.975,0.3698630136986301,0.1,42.029999
251,A130518C00025000,A,2013-05-18,call,25.0,A,16.5,,17.55,,0,0,2013-01-03,0.9895,0.0022,0.0127,0.5228,0.3671,17.025,0.3698630136986301,0.1,42.029999
252,A130518C00026000,A,2013-05-18,call,26.0,A,15.6,,16.4,,0,0,2013-01-03,0.985,0.0033,-0.1247,0.7904,0.3671,16.0,0.3698630136986301,0.1,42.029999
253,A130518C00027000,A,2013-05-18,call,27.0,A,14.65,,15.4,,0,0,2013-01-03,0.9787,0.0047,-0.3048,1.1425,0.3671,15.025,0.3698630136986301,0.1,42.029999
254,A130518C00028000,A,2013-05-18,call,28.0,A,13.65,,14.4,,0,0,2013-01-03,0.97,0.0066,-0.5307,1.5859,0.3671,14.025,0.3698630136986301,0.1,42.029999
255,A130518C00029000,A,2013-05-18,call,29.0,A,12.7,,13.5,,0,0,2013-01-03,0.9586,0.0089,-0.8034,2.1218,0.3671,13.1,0.3698630136986301,0.1,42.029999
256,A130518C00030000,A,2013-05-18,call,30.0,A,11.55,,12.55,,0,3,2013-01-03,0.9479,0.0111,-1.0069,2.5855,0.3577,12.05,0.3698630136986301,0.1,42.029999
257,A130518C00031000,A,2013-05-18,call,31.0,A,10.85,,11.55,,0,0,2013-01-03,0.9348,0.0138,-1.2331,3.1182,0.3486,11.2,0.3698630136986301,0.1,42.029999
258,A130518C00032000,A,2013-05-18,call,32.0,A,9.3,,10.8,,0,1,2013-01-03,0.9187,0.0168,-1.4816,3.7223,0.3399,10.05,0.3698630136986301,0.1,42.029999
259,A130518C00033000,A,2013-05-18,call,33.0,A,9.0,,9.7,,0,38,2013-01-03,0.9132,0.0196,-1.4061,3.9211,0.3076,9.35,0.3698630136986301,0.1,42.029999
260,A130518C00034000,A,2013-05-18,call,34.0,A,8.15,,8.75,,0,0,2013-01-03,0.8835,0.0242,-1.847,4.8964,0.3113,8.45,0.3698630136986301,0.1,42.029999
261,A130518C00035000,A,2013-05-18,call,35.0,A,7.5,,7.8,,0,0,2013-01-03,0.8451,0.0287,-2.3996,5.9868,0.3212,7.65,0.3698630136986301,0.1,42.029999
262,A130518C00036000,A,2013-05-18,call,36.0,A,6.65,,7.0,,0,162,2013-01-03,0.8128,0.0332,-2.6892,6.7779,0.3141,6.825,0.3698630136986301,0.1,42.029999
263,A130518C00037000,A,2013-05-18,call,37.0,A,6.05,,6.2,,0,402,2013-01-03,0.7695,0.037,-3.1364,7.6809,0.3189,6.125,0.3698630136986301,0.1,42.029999
264,A130518C00038000,A,2013-05-18,call,38.0,A,5.3,,5.4,,0,102,2013-01-03,0.7308,0.0417,-3.3189,8.3569,0.3081,5.35,0.3698630136986301,0.1,42.029999
265,A130518C00039000,A,2013-05-18,call,39.0,A,4.6,,4.7,,0,180,2013-01-03,0.6856,0.0458,-3.5205,8.9961,0.3018,4.65,0.3698630136986301,0.1,42.029999
266,A130518C00040000,A,2013-05-18,call,40.0,A,3.9,,4.0,,2,300,2013-01-03,0.6378,0.0503,-3.6003,9.5121,0.2906,3.95,0.3698630136986301,0.1,42.029999
267,A130518C00041000,A,2013-05-18,call,41.0,A,3.3,,3.4,,10,319,2013-01-03,0.5847,0.0535,-3.6897,9.9015,0.2848,3.35,0.3698630136986301,0.1,42.029999
268,A130518C00042000,A,2013-05-18,call,42.0,A,2.76,,2.82,,34,653,2013-01-03,0.529,0.056,-3.6888,10.111,0.2778,2.79,0.3698630136986301,0.1,42.029999
269,A130518C00043000,A,2013-05-18,call,43.0,A,2.26,,2.32,,13,97,2013-01-03,0.4714,0.0573,-3.6191,10.1174,0.2715,2.29,0.3698630136986301,0.1,42.029999
270,A130518C00044000,A,2013-05-18,call,44.0,A,1.82,,1.87,,3,104,2013-01-03,0.413,0.0575,-3.4693,9.9058,0.2651,1.845,0.3698630136986301,0.1,42.029999
271,A130518C00045000,A,2013-05-18,call,45.0,A,1.44,,1.48,,95,420,2013-01-03,0.3552,0.0563,-3.2499,9.4753,0.259,1.46,0.3698630136986301,0.1,42.029999
272,A130518C00046000,A,2013-05-18,call,46.0,A,1.13,,1.16,,6,54,2013-01-03,0.3006,0.0535,-2.9917,8.858,0.2545,1.145,0.3698630136986301,0.1,42.029999
273,A130518C00047000,A,2013-05-18,call,47.0,A,0.87,,0.89,,2,113,2013-01-03,0.2493,0.0497,-2.684,8.0784,0.2499,0.88,0.3698630136986301,0.1,42.029999
274,A130518C00048000,A,2013-05-18,call,48.0,A,0.65,,0.68,,2,159,2013-01-03,0.2036,0.045,-2.3657,7.2066,0.2465,0.665,0.3698630136986301,0.1,42.029999
275,A130518C00049000,A,2013-05-18,call,49.0,A,0.48,,0.51,,2,4,2013-01-03,0.162,0.0397,-2.018,6.2481,0.2422,0.495,0.3698630136986301,0.1,42.029999
276,A130518C00050000,A,2013-05-18,call,50.0,A,0.35,,0.38,,1,3,2013-01-03,0.1276,0.0342,-1.7011,5.3195,0.2395,0.365,0.3698630136986301,0.1,42.029999
277,A130518C00055000,A,2013-05-18,call,55.0,A,0.05,,0.1,,0,5,2013-01-03,0.0328,0.0123,-0.5849,1.8661,0.2337,0.075,0.3698630136986301,0.1,42.029999
278,A130518C00060000,A,2013-05-18,call,60.0,A,0.0,,0.04,,0,0,2013-01-03,0.0086,0.0038,-0.1924,0.5953,0.2404,0.02,0.3698630136986301,0.1,42.029999
279,A130817C00021000,A,2013-08-17,call,21.0,A,20.5,,21.45,,0,0,2013-01-03,0.9937,0.0005,0.1874,0.1928,0.3164,20.975,0.6191780821917808,0.1,42.029999
280,A130817C00022000,A,2013-08-17,call,22.0,A,19.6,,20.4,,0,0,2013-01-03,0.9923,0.0009,0.1499,0.3264,0.3164,20.0,0.6191780821917808,0.1,42.029999
281,A130817C00023000,A,2013-08-17,call,23.0,A,18.65,,19.4,,0,0,2013-01-03,0.99,0.0015,0.0963,0.5222,0.3164,19.025,0.6191780821917808,0.1,42.029999
282,A130817C00024000,A,2013-08-17,call,24.0,A,17.7,,18.45,,0,0,2013-01-03,0.9867,0.0023,0.0229,0.7947,0.3164,18.075,0.6191780821917808,0.1,42.029999
283,A130817C00025000,A,2013-08-17,call,25.0,A,16.7,,17.5,,0,0,2013-01-03,0.9819,0.0034,-0.0737,1.1568,0.3164,17.1,0.6191780821917808,0.1,42.029999
284,A130817C00026000,A,2013-08-17,call,26.0,A,15.75,,16.5,,0,0,2013-01-03,0.9753,0.0047,-0.1958,1.6175,0.3164,16.125,0.6191780821917808,0.1,42.029999
285,A130817C00027000,A,2013-08-17,call,27.0,A,14.85,,15.55,,0,0,2013-01-03,0.9666,0.0063,-0.3447,2.1814,0.3164,15.2,0.6191780821917808,0.1,42.029999
286,A130817C00028000,A,2013-08-17,call,28.0,A,13.9,,14.65,,0,0,2013-01-03,0.9555,0.0083,-0.5202,2.8473,0.3164,14.275,0.6191780821917808,0.1,42.029999
287,A130817C00029000,A,2013-08-17,call,29.0,A,13.0,,13.75,,0,0,2013-01-03,0.9267,0.0115,-1.0331,4.3736,0.3487,13.375,0.6191780821917808,0.1,42.029999
288,A130817C00030000,A,2013-08-17,call,30.0,A,12.1,,12.85,,0,0,2013-01-03,0.9089,0.0137,-1.273,5.2073,0.3484,12.475,0.6191780821917808,0.1,42.029999
289,A130817C00031000,A,2013-08-17,call,31.0,A,11.2,,11.9,,0,0,2013-01-03,0.8936,0.0159,-1.4189,5.8717,0.3385,11.55,0.6191780821917808,0.1,42.029999
290,A130817C00032000,A,2013-08-17,call,32.0,A,10.35,,11.15,,0,0,2013-01-03,0.8684,0.0184,-1.7252,6.8728,0.343,10.75,0.6191780821917808,0.1,42.029999
